,Institution Name,Institution Address,Outbreak Setting,Type of Outbreak,Causative Agent,Date Outbreak Began,Date Declared Over,Outbreak Status,Longitude,Latitude,Outbreak Year,Outbreak Month,Outbreak Season
3970,North York General Hospital - General Site - 3W (Oncology),4001 Leslie Street,Hospital-Acute Care,Respiratory,Coronavirus,2023-02-24,2023-03-03,Inactive,-79.362213,43.7699003,2023,February,Winter
3971,The Heritage Nursing Home - 3rd Fl,1195 Queen St E,LTCH,Respiratory,Coronavirus,2023-02-24,2023-03-13,Inactive,-79.3316241,43.66280613333333,2023,February,Winter
3972,Villa Colombo Home for the Aged - 5 Fidani,40 Playfair Ave,LTCH,Respiratory,Enterovirus,2023-02-24,2023-03-08,Inactive,-79.45668174072816,43.71094909999999,2023,February,Winter
3973,Deerwood Creek Care Community - Unit 2A & 2B,140 Humberline Dr,LTCH,Respiratory,Parainfluenza,2023-02-22,2023-03-14,Inactive,-79.609064,43.7322022,2023,February,Winter
3974,Ehatare Retirement Home - 1st & 3rd Fl,40 Old Kingston Road,Retirement Home,Respiratory,Coronavirus,2023-02-22,2023-03-28,Inactive,-79.1825648,43.7754026,2023,February,Winter
3975,The Dunfield Retirement Residence,77 Dunfield Ave,Retirement Home,Respiratory,Coronavirus,2023-02-22,2023-03-16,Inactive,-79.3950841875,43.7066295625,2023,February,Winter
3976,Wellesley Central Place - 4W,160 Wellesley St E,LTCH,Respiratory,Coronavirus,2023-02-22,2023-03-01,Inactive,-79.375496,43.667154,2023,February,Winter
3977,Centre for Addiction and Mental Health - Queen Street Site - Forensic Site - Unit A (1-2),1001 Queen Street West,Hospital-Psychiatric,Respiratory,Coronavirus,2023-02-20,2023-03-03,Inactive,-79.4186199,43.6438339,2023,February,Winter
3978,Castleview Wychwood Tower - 4th Fl & Unit 2W,351 Christie St,LTCH,Enteric,Norovirus,2023-02-19,2023-03-06,Inactive,-79.42113793274277,43.673349,2023,February,Winter
3979,Seven Oaks - 1st Fl,9 Neilson Rd,LTCH,Respiratory,Parainfluenza,2023-02-19,2023-03-06,Inactive,-79.2034339,43.7794412,2023,February,Winter
3980,Weston Terrace Care Community - Unit 4A & 4B,2005 Lawrence Ave W,LTCH,Respiratory,Coronavirus,2023-02-19,2023-03-13,Inactive,-79.51072231818182,43.70133497272727,2023,February,Winter
3981,L'Chaim Retirement Home - 2nd & 3rd Fl,718 Sheppard Avenue,Retirement Home,Respiratory,Coronavirus,2023-02-17,2023-02-27,Inactive,-79.11599651444558,43.82247501218295,2023,February,Winter
3982,Scarborough Health Network - Birchmount - 3D,3030 Birchmount Rd,Hospital-Acute Care,Respiratory,Coronavirus,2023-02-17,2023-02-27,Inactive,-79.309054,43.801891,2023,February,Winter
3983,Jewish Home for the Aged - North York - 6EI,3560 Bathurst St,LTCH,Respiratory,Coronavirus,2023-02-16,2023-03-04,Inactive,-79.4361036,43.7292745,2023,February,Winter
3984,The Village of Humber Heights - Emma Neighborhood,2245 Lawrence Avenue West,Retirement Home,Respiratory,Coronavirus,2023-02-16,2023-03-03,Inactive,-79.527245,43.6972121,2023,February,Winter
3985,Rockcliffe Care Community - 3rd Fl,3015 Lawrence Ave E,LTCH,Respiratory,Coronavirus,2023-02-15,2023-02-27,Inactive,-79.2468577,43.7550969,2023,February,Winter
3986,Sage Care Retirement Home - POD ABC 3rd Fl,147 Elder St,Retirement Home,Enteric,Unable to identify,2023-02-15,2023-02-21,Inactive,-79.454186,43.7626531,2023,February,Winter
3987,Eatonville Care Centre - 2nd Fl,420 The East Mall,LTCH,Enteric,Unable to identify,2023-02-14,2023-02-21,Inactive,-79.560686,43.64745,2023,February,Winter
3988,Fieldstone Commons Care Community - 2A,1000 Ellesmere Rd,LTCH,Respiratory,Coronavirus,2023-02-14,2023-02-27,Inactive,-79.277814,43.766995,2023,February,Winter
3989,Hazelton Place Retirement Residence - 7th Fl,111 Avenue Rd,Retirement Home,Respiratory,Coronavirus,2023-02-14,2023-02-22,Inactive,-79.3957197,43.6732425,2023,February,Winter
3990,Unity Health Toronto - Houses of Providence - 4W - Oak House,3276 St Clair Ave E,LTCH,Respiratory,Coronavirus,2023-02-14,2023-02-27,Inactive,-79.2861565,43.7135926,2023,February,Winter
3991,Chartwell Gibson Long Term Care Residence - 4th Fl,1925 Steeles Ave E,LTCH,Respiratory,Rhinovirus,2023-02-13,2023-02-24,Inactive,-79.3758609,43.807618,2023,February,Winter
3992,Cheltenham Care Community - 2nd Fl,5935 Bathurst St,LTCH,Respiratory,Coronavirus,2023-02-13,2023-02-21,Inactive,-79.44484073636364,43.78182523636364,2023,February,Winter
3993,Chester Village - 2W,3555 Danforth Ave,LTCH,Respiratory,Rhinovirus,2023-02-13,2023-02-17,Inactive,-79.27409672758621,43.69413068275862,2023,February,Winter
3994,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LGSE,2075 Bayview Ave,LTCH,Respiratory,Rhinovirus,2023-02-12,2023-03-04,Inactive,-79.3792695,43.7235801,2023,February,Winter
3995,Chartwell Westbury Long Term Care Residence - 7th Fl,495 The West Mall,LTCH,Respiratory,Coronavirus,2023-02-11,2023-03-02,Inactive,-79.567866,43.648303,2023,February,Winter
3996,Runnymede Healthcare Centre,625 Runnymede Rd,Hospital-Chronic Care,Enteric,Norovirus,2023-02-11,2023-02-20,Inactive,-79.481008,43.664497,2023,February,Winter
3997,Cedarvale Terrace - 6th Fl,429 Walmer Road,LTCH,Respiratory,Coronavirus,2023-02-10,2023-03-01,Inactive,-79.412483,43.685423,2023,February,Winter
3998,Chartwell Guildwood Retirement Residence - Memory Living,65 Livingston Rd,Retirement Home,Respiratory,Coronavirus,2023-02-10,2023-02-18,Inactive,-79.1980788,43.7451732,2023,February,Winter
3999,The Kensington Gardens - North 1W,25 Brunswick Ave,LTCH,Respiratory,Coronavirus,2023-02-10,2023-03-09,Inactive,-79.40368867487679,43.6581346,2023,February,Winter
4000,Unity Health Toronto - Providence - A5,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,Coronavirus,2023-02-10,2023-02-16,Inactive,-79.2861565,43.7135926,2023,February,Winter
4001,Extendicare Guildwood,60 Guildwood Pky,LTCH,Respiratory,Respiratory syncytial virus,2023-02-09,2023-03-04,Inactive,-79.203089,43.7462823,2023,February,Winter
4002,Unity Health Toronto - St. Michael's - Unit 9CG,30 Bond Street,Hospital-Acute Care,Respiratory,Coronavirus,2023-02-09,2023-02-18,Inactive,-79.3784327,43.6542289,2023,February,Winter
4003,Yee Hong Centre - Scarborough McNicoll - 5th Fl,2311 McNicoll Ave,LTCH,Respiratory,Coronavirus,2023-02-09,2023-02-22,Inactive,-79.2899939,43.8144476,2023,February,Winter
4004,Cummer Lodge - 3 North,205 Cummer Ave,LTCH,Respiratory,Coronavirus,2023-02-08,2023-02-21,Inactive,-79.40816758965518,43.78889555517242,2023,February,Winter
4005,Hawthorne Place Care Centre - Rykka Care Centres Lp - 3rd Fl,2045 Finch Ave W,LTCH,Respiratory,Respiratory syncytial virus,2023-02-07,2023-02-14,Inactive,-79.5222631,43.7562487,2023,February,Winter
4006,"Kennedy Lodge - Main North, Main South & 3 South",1400 Kennedy Rd,LTCH,Respiratory,Coronavirus,2023-02-07,2023-03-15,Inactive,-79.28034723089634,43.763144877160734,2023,February,Winter
4007,The Annex - 5th Fl,123 Spadina Rd,Retirement Home,Respiratory,Respiratory syncytial virus,2023-02-07,2023-02-13,Inactive,-79.405505,43.67175,2023,February,Winter
4008,Unity Health Toronto - St. Joseph's - 7M-PICU,30 The Queensway,Hospital-Acute Care,Respiratory,Coronavirus,2023-02-07,2023-02-16,Inactive,-79.450101,43.639359,2023,February,Winter
4009,Atrium at Kew Beach - MGH Affiliated Unit - 1st Fl,500 Kingston Rd,Hospital-Chronic Care,Respiratory,Enterovirus,2023-02-06,2023-02-14,Inactive,-79.3026915478865,43.6778819,2023,February,Winter
4010,Castleview Wychwood Towers - 3rd & 7th Fl,351 Christie St,LTCH,Respiratory,Coronavirus,2023-02-06,2023-03-03,Inactive,-79.42113793274277,43.673349,2023,February,Winter
4011,Jewish Home for the Aged - 3RF,3560 Bathurst St,LTCH,Respiratory,Coronavirus,2023-02-06,2023-02-28,Inactive,-79.4361036,43.7292745,2023,February,Winter
4012,"Fountain View Care Community - 1A, 2A & 3A",1800 O'Connor Dr,LTCH,Respiratory,Parainfluenza,2023-02-03,2023-02-28,Inactive,-79.30522822012195,43.7204409,2023,February,Winter
4013,Hawthorne Place Care Centre - 2nd & 3rd Fl,2045 Finch Ave W,LTCH,Respiratory,Coronavirus,2023-02-03,2023-03-02,Inactive,-79.5222631,43.7562487,2023,February,Winter
4014,Lakeside Long Term Care Centre - 3rd Fl,150 Dunn Ave,LTCH,Respiratory,Coronavirus,2023-02-03,2023-02-21,Inactive,-79.4326664,43.6356584,2023,February,Winter
4015,Unity Health Toronto - St. Joseph's - 7M,30 The Queensway,Hospital-Acute Care,Respiratory,Coronavirus,2023-02-02,2023-02-08,Inactive,-79.450101,43.639359,2023,February,Winter
4016,Village of Humber Heights - Islington,2245 Lawrence Ave W,LTCH,Respiratory,Unable to identify,2023-02-02,2023-02-11,Inactive,-79.527245,43.6972121,2023,February,Winter
4017,Deerwood Creek Care Community - 2A,70 Humberline Dr,LTCH,Respiratory,Coronavirus,2023-02-01,2023-02-17,Inactive,-79.616344,43.731729,2023,February,Winter
4018,Delmanor Wynford - 1st Fl,187 Wynford Dr,Retirement Home,Respiratory,Coronavirus,2023-02-01,2023-02-08,Inactive,-79.326262,43.724681,2023,February,Winter
4019,Ehatare Nursing Home - 4th Fl,40 Old Kingston Rd,LTCH,Respiratory,Coronavirus,2023-02-01,2023-02-28,Inactive,-79.1825648,43.7754026,2023,February,Winter
4020,Scarborough Health Network - Centenary - 9 West,2867 Ellesmere Road,Hospital-Acute Care,Respiratory,Coronavirus,2023-02-01,2023-02-18,Inactive,-79.204964,43.78009,2023,February,Winter
4021,Unity Health Toronto - Providence - B5,3276 St. Clair Avenue East,Hospital-Chronic Care,Respiratory,Coronavirus,2023-02-01,2023-02-21,Inactive,-79.2861565,43.7135926,2023,February,Winter
4022,"Bendale Acres - CSU, 2nd Fl East, 2nd Fl West & 4th Fl",2920 Lawrence Ave E,LTCH,Respiratory,Coronavirus,2023-01-31,2023-02-24,Inactive,-79.2516534,43.7543919,2023,January,Winter
4023,Castleview Wychwood Towers - 3rd Fl,351 Christie St,LTCH,Enteric,Unable to identify,2023-01-31,2023-02-13,Inactive,-79.42113793274277,43.673349,2023,January,Winter
4024,Centennial Park Place,25 Centennial Park Rd,Retirement Home,Enteric,Norovirus,2023-01-31,2023-02-13,Inactive,-79.5826865,43.6537573,2023,January,Winter
4025,Maynard Nursing Home - 2nd Fl,28 Halton St,LTCH,Respiratory,Respiratory syncytial virus,2023-01-31,2023-02-09,Inactive,-79.4191210318182,43.64875234090909,2023,January,Winter
4026,The Wexford - 3rd Fl,1860 Lawrence Ave E,LTCH,Respiratory,Parainfluenza,2023-01-31,2023-02-14,Inactive,-79.3024148,43.7438388,2023,January,Winter
4027,Trillium Health Partners - McCall Continuing Care - Chronic & Rehab - 4th Fl,140 Sherway Drive,Hospital-Chronic Care,Respiratory,Coronavirus,2023-01-31,2023-02-14,Inactive,-79.562235,43.610033,2023,January,Winter
4028,Altamont Care Community - Wing 1 & Wing 2,92 Island Rd,LTCH,Respiratory,Parainfluenza,2023-01-30,2023-02-27,Inactive,-79.13997840570175,43.7988385,2023,January,Winter
4029,Amica On The Avenue - 3rd & 4th Fl,1066 Avenue Rd,Retirement Home,Respiratory,Influenza A,2023-01-30,2023-02-13,Inactive,-79.410136,43.705781,2023,January,Winter
4030,Bradgate Arms,54 Foxbar Rd,Retirement Home,Enteric,Norovirus,2023-01-30,2023-02-14,Inactive,-79.40082,43.6866,2023,January,Winter
4031,McCowan Retirement Residence - 6th Fl,2881 Eglinton Avenue E,Retirement Home,Respiratory,Coronavirus,2023-01-30,2023-02-08,Inactive,-79.24023145999999,43.7382847,2023,January,Winter
4032,New Horizons Tower - 4th - 16th Fl,1140 Bloor St W,Retirement Home,Respiratory,Coronavirus,2023-01-30,2023-02-13,Inactive,-79.43604266376147,43.659954600000006,2023,January,Winter
4033,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LSSW,2075 Bayview Ave,LTCH,Respiratory,Influenza A,2023-01-30,2023-02-08,Inactive,-79.3792695,43.7235801,2023,January,Winter
4034,Village Of Humber Heights - Wadsworth,2245 Lawrence Ave W,LTCH,Enteric,Unable to identify,2023-01-30,2023-02-11,Inactive,-79.527245,43.6972121,2023,January,Winter
4035,Harmony Hills Care Community - 1A (Melody Lane),1800 O'Connor Drive,LTCH,Respiratory,Coronavirus,2023-01-29,2023-02-10,Inactive,-79.30522822012195,43.7204409,2023,January,Winter
4036,Norwood Nursing Home - 2nd Fl,122 Tyndall Ave,LTCH,Respiratory,Respiratory syncytial virus,2023-01-29,2023-02-18,Inactive,-79.42931564668473,43.63752855,2023,January,Winter
4037,Unity Health Toronto - St. Joseph's - 2M,30 The Queensway,Hospital-Acute Care,Respiratory,Coronavirus,2023-01-29,2023-02-03,Inactive,-79.450101,43.639359,2023,January,Winter
4038,Centre for Addiction and Mental Health - Queen Street Site - Unit 1-3,1001 Queen Street West,Hospital-Psychiatric,Respiratory,Coronavirus,2023-01-28,2023-02-04,Inactive,-79.4186199,43.6438339,2023,January,Winter
4039,Jewish Home for the Aged - 7GS,3560 Bathurst St,LTCH,Respiratory,Coronavirus,2023-01-28,2023-02-18,Inactive,-79.4361036,43.7292745,2023,January,Winter
4040,RCC - Southlake Regional Health Centre - Finch Site - 5 East,2111 Finch Ave W,Hospital-Chronic Care,Respiratory,Coronavirus,2023-01-27,2023-02-07,Inactive,-79.5260221,43.7536378,2023,January,Winter
4041,Better Living at Thompson House - 2nd Fl,1 Overland Dr,LTCH,Respiratory,Metapneumovirus,2023-01-26,2023-02-10,Inactive,-79.347342,43.732464,2023,January,Winter
4042,Cummer Lodge - 3 North,205 Cummer Ave,LTCH,Respiratory,Coronavirus,2023-01-26,2023-02-06,Inactive,-79.40816758965518,43.78889555517242,2023,January,Winter
4043,Norfinch Care Community - Unit 2A,22 Norfinch Dr,LTCH,Respiratory,Respiratory syncytial virus,2023-01-26,2023-02-14,Inactive,-79.52465315351665,43.75628127207558,2023,January,Winter
4044,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - K2W,2075 Bayview Ave,LTCH,Respiratory,Coronavirus,2023-01-26,2023-02-07,Inactive,-79.3792695,43.7235801,2023,January,Winter
4045,Cheltenham Care Community - 2nd Fl,5935 Bathurst St,LTCH,Respiratory,Coronavirus,2023-01-25,2023-02-23,Inactive,-79.44484073636364,43.78182523636364,2023,January,Winter
4046,Jewish Home for the Aged - 2GS,3560 Bathurst St,LTCH,Respiratory,Coronavirus,2023-01-24,2023-01-31,Inactive,-79.4361036,43.7292745,2023,January,Winter
4047,Main Street Terrace - 2nd Fl,77 Main St,LTCH,Respiratory,Parainfluenza,2023-01-24,2023-02-13,Inactive,-79.29894248888888,43.681406233333334,2023,January,Winter
4048,Main Street Terrace - 2nd Fl,77 Main St,LTCH,Respiratory,Coronavirus,2023-01-24,2023-02-13,Inactive,-79.29894248888888,43.681406233333334,2023,January,Winter
4049,Nisbet Lodge - 9th Fl,740 Pape Ave,LTCH,Respiratory,Metapneumovirus,2023-01-24,2023-02-02,Inactive,-79.3456271,43.6804485,2023,January,Winter
4050,Wesburn Manor - 2nd Fl,400 The West Mall,LTCH,Respiratory,Rhinovirus,2023-01-24,2023-02-09,Inactive,-79.567569,43.643719,2023,January,Winter
4051,Downsview Long Term Care Centre - Unit 1 North,3593 Keele St,LTCH,Respiratory,Unable to identify,2023-01-23,2023-02-09,Inactive,-79.48773928571428,43.751024214285714,2023,January,Winter
4052,Eatonville Care Centre - Unit 5,420 The East Mall,LTCH,Respiratory,Respiratory syncytial virus,2023-01-23,2023-02-26,Inactive,-79.560686,43.64745,2023,January,Winter
4053,Tony Stacey Centre For Veterans' Care,59 Lawson Rd,LTCH,Respiratory,Respiratory syncytial virus,2023-01-23,2023-02-09,Inactive,-79.16359737687672,43.78421151514884,2023,January,Winter
4054,Villa Colombo - 4 Fusco West & 4 Fusco South,40 Playfair Ave,LTCH,Respiratory,Coronavirus,2023-01-23,2023-02-02,Inactive,-79.45668174072816,43.71094909999999,2023,January,Winter
4055,William Osler Health System - Etobicoke - 6W,101 Humber College Boulevard,Hospital-Acute Care,Respiratory,Coronavirus,2023-01-23,2023-02-02,Inactive,-79.5991896,43.7306053,2023,January,Winter
4056,Chartwell Gibson Long Term Care Residence - 3rd Fl,1925 Steeles Ave,LTCH,Respiratory,Respiratory syncytial virus,2023-01-22,2023-02-13,Inactive,-79.373864,43.807631,2023,January,Winter
4057,Terraces of Baycrest - 4th Fl,55 Ameer Ave,Retirement Home,Respiratory,Coronavirus,2023-01-22,2023-02-01,Inactive,-79.4410166,43.7294379,2023,January,Winter
4058,Unity Health Toronto - St. Joseph's - 3M,30 The Queensway,Hospital-Acute Care,Respiratory,Coronavirus,2023-01-22,2023-02-01,Inactive,-79.450101,43.639359,2023,January,Winter
4059,Baycrest Hospital - North York - 5E,3560 Bathurst Street,Hospital-Chronic Care,Respiratory,Coronavirus,2023-01-21,2023-02-02,Inactive,-79.4361036,43.7292745,2023,January,Winter
4060,Labdara Lithuanian Nursing Home - 2nd Fl,5 Resurrection Rd,LTCH,Respiratory,Coronavirus,2023-01-21,2023-02-23,Inactive,-79.530938,43.644155,2023,January,Winter
4061,Fudger House - 2 East,439 Sherbourne St,LTCH,Respiratory,Respiratory syncytial virus,2023-01-20,2023-01-30,Inactive,-79.373735,43.666208,2023,January,Winter
4062,Maynard Nursing Home - 2nd Fl,28 Halton St,LTCH,Respiratory,Respiratory syncytial virus,2023-01-20,2023-01-24,Inactive,-79.4191210318182,43.64875234090909,2023,January,Winter
4063,Sunnybrook Health Sciences Centre - Bayview Campus - C4,2075 Bayview Avenue,Hospital-Acute Care,Respiratory,Coronavirus,2023-01-20,2023-01-27,Inactive,-79.3792695,43.7235801,2023,January,Winter
4064,The Sumach by Chartwell,146 Sumach St,Retirement Home,Respiratory,Coronavirus,2023-01-20,2023-02-07,Inactive,-79.35994,43.658768,2023,January,Winter
4065,University Health Network - Toronto Western - 3B,399 Bathurst Street,Hospital-Acute Care,Respiratory,Coronavirus,2023-01-20,2023-02-02,Inactive,-79.4059789,43.6537982,2023,January,Winter
4066,Forestview Retirement Residence,537 Finch Ave W,Retirement Home,Enteric,Unable to identify,2023-01-19,2023-01-25,Inactive,-79.4445616781496,43.770250950000005,2023,January,Winter
4067,Jewish Home for the Aged - 4GS,3560 Bathurst St,LTCH,Respiratory,Coronavirus,2023-01-19,2023-01-31,Inactive,-79.4361036,43.7292745,2023,January,Winter
4068,North York General Hospital - Seniors' Health Centre,2 Buchan Crt,LTCH,Respiratory,Parainfluenza,2023-01-19,2023-02-11,Inactive,-79.35998,43.772849,2023,January,Winter
4069,Sunnybrook Health Sciences Centre - Sunnybrook Veterans Centre - LTSE & LTSW,2075 Bayview Ave,LTCH,Respiratory,Coronavirus,2023-01-19,2023-01-30,Inactive,-79.3792695,43.7235801,2023,January,Winter
4070,Unity Health Toronto - St. Michael's - 14CC Locked Unit,30 Bond Street,Hospital-Acute Care,Respiratory,Coronavirus,2023-01-19,2023-01-27,Inactive,-79.3784327,43.6542289,2023,January,Winter
4071,Seven Oaks - 3rd Fl,9 Neilson Rd,LTCH,Respiratory,Parainfluenza,2023-01-18,2023-01-26,Inactive,-79.2034339,43.7794412,2023,January,Winter
4072,Sinai Health System - Mount Sinai - 10S,600 University Avenue,Hospital-Acute Care,Respiratory,Coronavirus,2023-01-18,2023-01-24,Inactive,-79.390445,43.657536,2023,January,Winter
4073,Lakeside Long Term Care Centre - 2nd Fl,150 Dunn Ave,LTCH,Respiratory,Coronavirus,2023-01-17,2023-02-01,Inactive,-79.4326664,43.6356584,2023,January,Winter
4074,North York General Hospital - General Site - 4W,4001 Leslie Street,Hospital-Acute Care,Respiratory,Coronavirus,2023-01-17,2023-01-24,Inactive,-79.362213,43.7699003,2023,January,Winter
4075,UHN Toronto Rehabilitation Institute - University Centre - South 5,550 University Ave,Hospital-Chronic Care,Respiratory,Influenza A,2023-01-17,2023-01-28,Inactive,-79.389958,43.65667,2023,January,Winter
4076,Chester Village - 2E,3555 Danforth Ave,LTCH,Respiratory,Coronavirus,2023-01-16,2023-01-27,Inactive,-79.27409672758621,43.69413068275862,2023,January,Winter
4077,Harold and Grace Baker Centre - C Wing,1 Northwestern Ave,LTCH,Respiratory,Coronavirus,2023-01-16,2023-02-13,Inactive,-79.4688897,43.6987718,2023,January,Winter
4078,Midland Gardens Care Community - 6th Fl,130 Midland Ave,LTCH,Respiratory,Unable to identify,2023-01-16,2023-01-31,Inactive,-79.2469846,43.7077593,2023,January,Winter
4079,Parkland on Eglinton West - 2nd & 4th Fl (West Tower),4650 Eglinton Avenue West,Retirement Home,Respiratory,Coronavirus,2023-01-16,2023-02-06,Inactive,-79.54756,43.678424,2023,January,Winter
4080,Baycrest Hospital - North York - H7W,3560 Bathurst Street,Hospital-Chronic Care,Respiratory,Coronavirus,2023-01-14,2023-02-02,Inactive,-79.4361036,43.7292745,2023,January,Winter
4081,Wesburn Manor - 2nd & 3rd Fl,400 The West Mall,LTCH,Respiratory,Coronavirus,2023-01-14,2023-02-16,Inactive,-79.567569,43.643719,2023,January,Winter
4082,Fountain View Care Community - 1A,1800 O'Connor Dr,LTCH,Respiratory,Parainfluenza,2023-01-13,2023-01-31,Inactive,-79.30522822012195,43.7204409,2023,January,Winter
